name_low,unix_date,date,tool,index,len_cut,min_current_main,max_current_main,min_current_sub,max_current_sub,rms_current_main,rms_current_sub,std_current_main,std_current_sub,svd_current_sub_0,svd_current_sub_1,svd_current_sub_2,svd_current_sub_3,svd_current_sub_4,svd_current_sub_5,svd_current_sub_6,svd_current_sub_7,svd_current_sub_8,svd_current_sub_9,svd_current_main_0,svd_current_main_1,svd_current_main_2,svd_current_main_3,svd_current_main_4,svd_current_main_5,svd_current_main_6,svd_current_main_7,svd_current_main_8,svd_current_main_9,failed
1574906106_2_3,1574906106,2019-11-27 20:55:06,2,3,1717,209.0,1068.0,1.0,9.0,380.71693626131565,2.4306334633583564,99.0050948814674,1.2034047007217532,281.00793330853344,57.82107930024241,57.55057820980654,48.158035540779736,47.229395001777796,45.706964376740764,45.62262864079821,44.8329815561054,44.39925439327957,43.74405276189959,49250.31271091621,1724.4191922229309,1486.70021841255,1464.8038100618012,1211.4165994226696,1194.9950756411374,818.8158691679971,754.7499111950976,731.8419024400904,507.5083749839045,
1574906106_54_3,1574906106,2019-11-27 20:55:06,54,3,1525,1.0,4.0,770.0,1237.0,1.5045286828030395,967.9418354019582,0.5526682485532184,86.05531553291775,118878.75196602847,3809.9943356138215,1967.4761264664012,1750.5577253369763,1623.8959485919543,1077.7454962307827,999.4510896247789,817.9539546372139,769.4688966591688,471.20649638956854,173.65198842042182,22.314388039974496,22.181462531341477,21.77918304376658,21.685087072813886,21.585864771413394,21.401047503164296,20.505230826217556,20.31764049381693,20.08074973604806,1
1568211798_6_2,1568211798,2019-09-11 10:23:18,6,2,315,202.0,674.0,1.0,7.0,378.2139648064349,2.337411402276472,100.06539338295163,1.1500391615359296,114.10430300624083,21.69255321906368,21.639434537058,21.169266794165488,20.33520548735526,19.363704925874273,18.832069374993473,18.553517431141206,18.038404610088456,17.87458108748643,20626.5033713325,804.9510841852125,705.3713312121646,684.08293413846,454.8462702674973,442.66746562969985,320.435537263939,305.1698973590047,258.0753036491905,221.0840834391749,
1540298755_36_8,1540298755,2018-10-23 08:45:55,36,8,219,1.0,3.0,282.0,1053.0,1.4649637270121016,624.3595220587159,0.5650673400661637,185.1838360855204,27725.886660641423,2703.5926291525525,1851.839157551404,1175.6871612785114,421.00559749235185,295.7917089917357,293.07574927528367,217.66899540331198,142.82659906932793,108.58700759654738,60.752721317439345,8.714289575684768,8.671684491108575,8.399763194307113,8.288592505927554,8.023159907877444,7.641249898383104,7.493273457307963,7.227828388781701,7.110742936781705,
1568211798_54_0,1568211798,2019-09-11 10:23:18,54,0,445,1.0,3.0,388.0,1205.0,1.5843334117383758,842.4405797070074,0.6189532644250954,183.50698571536068,54752.72722464615,5595.148984232508,2144.2163449508007,901.9707506515733,662.3634053549248,539.8292191862015,464.18625823286754,431.13306482622784,343.86532163437784,323.71825831364265,96.90120131329891,13.778378476091726,13.151473756743533,13.073226199024758,12.88175507477928,12.566408511678723,12.532160486570893,11.97331721752551,11.324197465228238,10.674076485146804,
1568213830_36_6,1568213830,2019-09-11 10:57:10,36,6,218,0.7047145366668701,3.8405208587646484,227.22763061523438,1095.71484375,1.5860916333772244,622.865704891871,0.5219831940041337,225.0629379075875,26237.069641688955,3532.9804685843474,1613.766761460939,982.7909583448479,374.9453135013667,191.0718336881084,109.77981311291069,90.62391674030606,90.30500639368353,76.54422974157465,66.59300083061262,9.567853136495765,8.622746109352997,6.944910070154573,6.847231112184443,6.530025719970708,6.184845607530556,6.029505442913361,5.395096101085501,4.568062176781564,
1568211798_6_12,1568211798,2019-09-11 10:23:18,6,12,310,209.0,506.0,1.0,7.0,336.2338184138551,2.2874129632657345,63.41246443059354,1.1442477046397608,111.02398584885997,21.307080484299306,20.619612211104673,19.779227011267977,19.744993794146158,19.54765469244323,19.41916300116619,18.653036651341612,18.568280707489645,17.277162910847462,18354.267897456935,744.736635286525,614.4383052331868,593.4434084186457,429.10836232540566,417.0885707248643,327.8520229847841,308.7968643450202,246.9374790300077,212.51905587305185,
1568211798_37_2,1568211798,2019-09-11 10:23:18,37,2,767,1.0,4.0,400.0,990.0,1.7001418761259235,712.2465843167839,0.6744845920700123,180.42847323352282,60859.83497158077,9611.994887046929,3829.7661914823075,1621.2554156192057,1219.6543214553244,1108.7936179746982,975.209063020643,691.119467717009,483.5544884976476,435.088025044882,137.50027753898752,19.873689837335693,19.272627084755623,17.308690491730957,17.24609457134101,17.15299761419729,17.114072195049197,16.879311481988058,16.761831174287988,15.75660163325758,
1574906106_51_8,1574906106,2019-11-27 20:55:06,51,8,4462,1.0,4.0,293.0,566.0,1.4947240248133102,382.05815804311413,0.5491711796921723,45.45375065853264,80376.17028393185,3046.323247669855,2916.5363979321983,2821.509586885503,2194.634959720817,1717.7261877578205,1301.7801775068324,1268.387480838767,846.1313031537478,659.6861169764895,296.28324764415225,37.71721307339639,36.887811258297724,36.35012839920934,35.815026724548304,35.620947526812515,35.5944356944695,35.39150565011732,35.02919293889497,34.93524903038342,
1568211798_36_7,1568211798,2019-09-11 10:23:18,36,7,235,1.0,3.0,220.0,1076.0,1.561505002342428,630.5529589515485,0.5977776861545456,216.06592072906352,29507.939463074592,3601.4643850320767,1642.6865742497228,1018.9735559305481,404.8390057850299,264.39942771170394,260.14825107333866,210.74548014689145,150.61223927282938,138.35152123262404,68.44193259173204,10.30583313170672,9.63939056759364,9.556342118680192,9.089829225687588,8.682891621673297,8.325406306302844,8.14200310978494,7.623068868994305,7.03681428732144,2
1540298755_8_2,1540298755,2018-10-23 08:45:55,8,2,1194,599.0,815.0,593.0,757.0,716.0144897844174,670.4720998545854,46.416929421182566,31.760370168552708,72745.32479037555,1800.022760909177,1667.8014757263084,973.2675372540974,761.1279868515262,632.2332659404021,587.7389746671602,522.0902564420487,479.9516012685402,476.26793800769104,77609.60737873366,3116.4777715987034,2981.892968956385,1286.9933950013278,1217.9926237682453,1009.2930931557858,918.2053119630737,693.8504493695945,635.1802139618956,553.9974875287154,
1568213830_6_1,1568213830,2019-09-11 10:57:10,6,1,327,237.02243041992188,651.6995239257812,0.42567986249923706,4.9237260818481445,397.57499826523815,2.1700354725982964,100.12161725596508,0.8140272008830184,113.65210246945122,17.511209345709123,16.976171536785237,14.451232708898054,14.303413641076848,14.059719855727362,13.252707687335876,12.582771748666628,12.33566609296494,11.69530127458111,22214.712433847235,842.5337409429868,364.62385459387065,232.8404268598241,189.23895472297326,109.9750460077384,94.54266811132615,81.46334516406392,81.33614873721729,75.27638354838439,
